artiste,titre,weight
Ken Carson,Rock N Roll,7148216
Ken Carson,Freestyle 2,8455668
Ken Carson,i need u,8798305
Ken Carson,Succubus,9335435
Ken Carson,Paranoid (feat. Destroy Lonely),6222997
Destroy Lonely,NOSTYLIST,12880071
Destroy Lonely,if looks could kill,10124735
Destroy Lonely,Bane,6460255
Destroy Lonely,NEVEREVER,5904844
Destroy Lonely,JETLGGD,6260995
Destroy Lonely,how u feel?,5719539
Destroy Lonely,VETERAN (feat. Ken Carson),5355952
Destroy Lonely,In The Air,3801106
Destroy Lonely,VTMNTSCOAT,3799293
Destroy Lonely,fly sht,3473352
Lil Uzi Vert,XO TOUR Llif3,27082965
Lil Uzi Vert,20 Min,25328772
Lil Uzi Vert,Just Wanna Rock,13473177
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),16714392
Lil Uzi Vert,Money Longer,9625592
Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,8158990
Lil Uzi Vert,Homecoming,8800154
Lil Uzi Vert,Neon Guts (feat. Pharrell Williams),9244802
Lil Uzi Vert,Silly Watch,7197470
Lil Uzi Vert,Erase Your Social,8272849
Homixide Gang,5unna,4017046
Homixide Gang,Lifestyle,4478712
Homixide Gang,Uzi Work,3588314
Homixide Gang,55 Lifestyle,2715854
Homixide Gang,Ssn,1991721
Homixide Gang,Holler!,2154993
Homixide Gang,V-Friends,1631135
Homixide Gang,Big O Shit,1139777
Homixide Gang,Stunt,1539776
Homixide Gang,Drakon !,1488655
OsamaSon,Pop,3527162
OsamaSon,ik what you did last summer,6435194
OsamaSon,Made Sum Plans,3012948
OsamaSon,x & sex,4379191
OsamaSon,Blonde,3789218
OsamaSon,Congrats,3319586
OsamaSon,ALL STAR,2724671
OsamaSon,Habits,4916752
OsamaSon,just score it,2203309
OsamaSon,addicted,1749010
Young Thug,Pick up the Phone,9726577
Young Thug,The London (feat. J. Cole & Travis Scott),7380052
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],6739517
Young Thug,Bad Bad Bad (feat. Lil Baby),6560642
Young Thug,Digits,6107786
Young Thug,Hot (feat. Gunna),4262433
Young Thug,Bubbly (with Drake & Travis Scott),4994429
Young Thug,Wyclef Jean,4393612
Young Thug,Check,4181645
Young Thug,Relationship (feat. Future),3614078
Che,agenda,2535691
Che,Miley Cyrus,3276402
Che,Pizza Time,2879617
Che,MANNEQUIN,2613145
Che,BA$$,1655806
Che,sol,1929292
Che,get naked,1955047
Che,"I Rot, I Rot.",1788785
Che,DIOR LEOPARD,1470414
Che,EARDRUMMER,1280584
ApolloRed1,RedFlag,186000
ApolloRed1,Georgia Boy,133510
ApolloRed1,Face Tattoos,126805
ApolloRed1,PBrazy,104416
ApolloRed1,Ready2Purge,69201
ApolloRed1,Geeked up (with OsamaSon),48245
ApolloRed1,Codeine Shower (feat. Destroy Lonely),36110
ApolloRed1,Drug Love Demo 2,91018
ApolloRed1,Gotta B,49585
ApolloRed1,Hallucinating,57236
Nine Vicious,U Fancy ?,2505054
Nine Vicious,My Speakers,840184
Nine Vicious,24HRS,729041
Nine Vicious,So FN,919003
Nine Vicious,Racks Blue,786274
Nine Vicious,F&N,886992
Nine Vicious,Asakusabashi,620864
Nine Vicious,U Bad,523840
Nine Vicious,RIRI,611615
Nine Vicious,So Many Tears,1149770
A$AP Mob,"Raf (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",3424894
A$AP Mob,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",3860880
A$AP Mob,"Telephone Calls (feat. A$AP Rocky, Tyler, the Creator, Playboi Carti & Yung Gleesh)",2158526
A$AP Mob,Yamborghini High (feat. Juicy J),2090862
A$AP Mob,"Walk On Water (feat. A$AP Twelvyy, A$AP Ant, A$AP Nast, A$AP Ferg & Playboi Carti)",1042438
A$AP Mob,"Perry Aye (feat. A$AP Rocky, A$AP Nast, Playboi Carti & Jaden Smith)",712965
A$AP Mob,"Blowin' Minds (Skateboard) (feat. A$AP Rocky, A$AP Nast, A$AP Ant, Chief Keef & Playboi Carti)",776678
A$AP Mob,Raf,822493
A$AP Mob,Put That On My Set (feat. A$AP Rocky & Skepta),667127
A$AP Mob,yamborghini high,627810
Pusha T,The Games We Play,4212837
Pusha T,Trouble On My Mind,1769716
Pusha T,Nosetalgia,3500042
Pusha T,If You Know You Know,4059922
Pusha T,Dreamin of the Past (feat. Kanye West),3591027
Pusha T,Come Back Baby,2963347
Pusha T,Diet Coke,2995218
Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),2155167
Pusha T,Santeria,2551075
Pusha T,Numbers on the Boards,1947781
Sonder,What You Heard,11142849
Sonder,one night only,7694080
Sonder,Too Fast,5662797
Sonder,Nobody But You,4220018
Sonder,Care,3391378
Sonder,Mad Riches,3136610
Sonder,Indonesian Fantasies,2613200
Sonder,Baldwin Park,1557957
Sonder,Searchin,2188147
Sonder,Feel,1978653
Steve Lacy,Dark Red,41160777
Steve Lacy,Bad Habit,35278996
Steve Lacy,Some,25606383
Steve Lacy,C U Girl,23593921
Steve Lacy,Infrunami,20714299
Steve Lacy,Static,13822693
Steve Lacy,Uuuu,11841180
Steve Lacy,N Side,10559943
Steve Lacy,atomic vomit,6741037
Steve Lacy,When I,5160668
Sampha,(No One Knows Me) Like the Piano,2071604
Sampha,Plastic 100°C,1998365
Sampha,Blood on Me,1552115
Sampha,Spirit 2.0,1292409
Sampha,Incomplete Kisses,887451
Sampha,Timmy's Prayer,803638
Sampha,Reverse Faults,817672
Sampha,Suspended,995276
Sampha,Only,938687
Sampha,Dancing Circles,942644
Bas,Tribe (with J. Cole),3268708
Bas,Night Job,927076
Bas,The Jackie (with J. Cole & Lil Tjay),540096
Bas,Boca Raton (with A$AP Ferg),665335
Bas,My Nigga Just Made Bail,525723
Bas,[The Jackie] (with J. Cole & Lil Tjay),545107
Bas,Passport Bros (with J. Cole),407803
Bas,Purge,457854
Bas,Lit - Bonus,403224
Bas,Fried Rice (with JID),285106
Dreamville,Under the Sun (with J. Cole & Lute feat. DaBaby),6816288
Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",4183146
Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",3301094
Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),3260998
Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),2323327
Dreamville,Heaven’s EP (with J. Cole),1138155
Dreamville,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,1480089
Dreamville,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",1006490
Dreamville,Adonis Interlude (The Montage) (with J. Cole),1021666
Dreamville,Sunset (with J. Cole feat. Young Nudy),670308
Cozz,Zendaya (feat. J. Cole),597097
Cozz,Hustla’s Story (feat. Kendrick Lamar),191262
Cozz,Knock Tha Hustle - Remix,300835
Cozz,Tabs,34344
Cozz,Grow,31457
Cozz,Questions,34405
Cozz,Dreams,35099
Cozz,Freaky 45,33292
Cozz,Ignorant Confidence,30642
Cozz,Addicted,20086
Cordae,RNP (feat. Anderson .Paak),2641938
Cordae,Two Tens (feat. Anderson .Paak),1330697
Cordae,Super,1403088
Cordae,Have Mercy,1043196
Cordae,Broke As Fuck,1042562
Cordae,Kung Fu,830875
Cordae,Lost & Found,811382
Cordae,Bad Idea (feat. Chance the Rapper),849510
Cordae,Summer Drop (feat. Anderson .Paak),493628
Cordae,C Carter,632479
Lute,GED (Gettin Every Dolla),443968
Lute,Still Slummin',267537
Lute,Ambitions,114397
Lute,Life,132231
Lute,Morning Shift,79372
Lute,Birdsong (feat. JID & Saba),96839
Lute,Premonition (feat. Earthgang & Cam O’bi),92073
Lute,Myself (feat. DEVN),77866
Lute,Juggin',58940
Lute,Eye to Eye (feat. Cozz),61401
DOMi & JD Beck,"PiLOT (feat. Snoop Dogg, Busta Rhymes, Anderson .Paak)",626321
DOMi & JD Beck,BOWLiNG (feat. Thundercat),349841
DOMi & JD Beck,SMiLE,403034
DOMi & JD Beck,TWO SHRiMPS (feat. Mac DeMarco),329000
DOMi & JD Beck,TAKE A CHANCE (feat. Anderson .Paak),533850
DOMi & JD Beck,WHATUP,327472
DOMi & JD Beck,LOUNA'S iNTRO,228011
DOMi & JD Beck,Not Tight,243068
DOMi & JD Beck,MOON (feat. Herbie Hancock),199971
DOMi & JD Beck,U DON'T HAVE TO ROB ME,213132
Louis Cole,Thinking,238749
Louis Cole,Dead Inside Shuffle,215859
Louis Cole,Weird Part of the Night,221920
Louis Cole,Doing the Things,199565
Louis Cole,When You're Ugly,164789
Louis Cole,Park Your Car on My Face,223950
Louis Cole,Things,172032
Louis Cole,Tunnels In The Air,97987
Louis Cole,Not Needed Anymore,121022
Louis Cole,When You're Ugly - Instrumental,69046
Jill Scott,Golden,1241920
Jill Scott,A Long Walk,1001307
Jill Scott,The Way,568617
Jill Scott,He Loves Me (Lyzel In E Flat),547703
Jill Scott,Gettin' in the Way,385604
Jill Scott,It's Love,340124
Jill Scott,Cross My Mind,367298
Jill Scott,Hate On Me,321804
Jill Scott,Crown Royal,325611
Jill Scott,Do You Remember,225717
Anderson .Paak,Come Down,3927944
Anderson .Paak,Tints (feat. Kendrick Lamar),2773976
Anderson .Paak,Heart Don't Stand A Chance,2273280
Anderson .Paak,Make It Better (feat. Smokey Robinson),2459462
Anderson .Paak,Good Heels (feat. Jazmine Sullivan),1377593
Anderson .Paak,Come Home (feat. André 3000),1719463
Anderson .Paak,The Bird,1494852
Anderson .Paak,Put Me Thru,1503970
Anderson .Paak,Jet Black (feat. Brandy),1530155
Anderson .Paak,Bubblin,1613110
The Internet,Girl (feat. KAYTRANADA),2955500
The Internet,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",3595275
The Internet,Hold On,3977282
The Internet,Special Affair,2886483
The Internet,Dontcha,1810678
The Internet,Get Away,1727401
The Internet,Come Over,1488280
The Internet,Under Control,1128354
The Internet,Roll (Burbank Funk),933411
The Internet,"Palace/Curse (feat. Steve Lacy, feat. Tyler, The Creator, feat. Tyler, The Creator & Steve Lacy)",1076733
Hiatus Kaiyote,Red Room,2005957
Hiatus Kaiyote,Sip Into Something Soft,1154535
Hiatus Kaiyote,Nakamarra,1175800
Hiatus Kaiyote,And We Go Gentle,876347
Hiatus Kaiyote,Fingerprints,726197
Hiatus Kaiyote,Molasses,799207
Hiatus Kaiyote,Everything’s Beautiful,535836
Hiatus Kaiyote,The World It Softly Lulls,460020
Hiatus Kaiyote,Nakamarra (feat. Q-Tip),534072
Hiatus Kaiyote,The Lung,499757
Flea,Lovelovelove,362618
Flea,Pedestal of Infamy,167226
Flea,Traffic Lights (feat. Thom Yorke),92849
Flea,Thinkin Bout You,101330
Flea,A Plea,86085
Flea,333,90041
Flea,A Little Bit of Sanity,86853
Flea,Golden Wingship,49334
Flea,Helen Burns,68189
Flea,Maggot Brain,45322
NxWorries,Suede,1786558
NxWorries,Where I Go (feat. H.E.R.),1030686
NxWorries,Daydreaming,1105237
NxWorries,What More Can I Say,879290
NxWorries,Lyk Dis,659306
NxWorries,86Sentra,632866
NxWorries,FromHere (feat. Snoop Dogg & October London),547797
NxWorries,Scared Money,515720
NxWorries,WalkOnBy (feat. Earl Sweatshirt & Rae Khalil),465951
NxWorries,KeepHer (feat. Thundercat),465559
Free Nationals,Time,3522932
Free Nationals,Shibuya (feat. Syd),2018784
Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),3027093
Free Nationals,Eternal Light,2050294
Free Nationals,On Sight,1109843
Free Nationals,Gangsta,765993
Free Nationals,Beauty & Essex,786448
Free Nationals,Apartment (feat. Benny Sings),475970
Free Nationals,"The Rivington (feat. Conway, Westside Gunn & Joyce Wrice)",533812
Free Nationals,Gidget (feat. Anderson .Paak & T.Nava),522315
Kenny Mason,Hit,504638
Kenny Mason,SHELL,423397
Kenny Mason,Much Money (feat. Freddie Gibbs),405196
Kenny Mason,DRACULA,434679
Kenny Mason,A+ (feat. Denzel Curry),397583
Kenny Mason,JUMPIN IN,308623
Kenny Mason,Dip! (feat. DavidTheTragic),322834
Kenny Mason,Firestarter,265117
Kenny Mason,FIND GOD (feat. Dominic Fike),102821
Kenny Mason,Big Bank,204362
Lil Yachty,drive ME crazy!,13860523
Lil Yachty,Flex Up (feat. Future & Playboi Carti),8715196
Lil Yachty,A Cold Sunday,6012809
Lil Yachty,COFFIN,4823628
Lil Yachty,Poland,4798973
Lil Yachty,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),4888401
Lil Yachty,the BLACK seminole.,3294270
Lil Yachty,Yacht Club (feat. Juice WRLD),4568721
Lil Yachty,NBAYOUNGBOAT,3847358
Lil Yachty,Strike (Holster),4288531
Avenoir,Shameless,3391043
Avenoir,TMW,2025988
Avenoir,LINK UP,1803991
Avenoir,Art of War,1758180
Avenoir,Eve,1284229
Avenoir,Favour,1335804
Avenoir,D4U - Spotify Singles,912232
Avenoir,AFTER HOURS,860493
Avenoir,Love,552368
Avenoir,Too Much,468677
Paperboy Fabe,Language,9588979
Paperboy Fabe,Hundred Million Reasons,65881
Paperboy Fabe,Language (feat. Brent Faiyaz),72840
Paperboy Fabe,Not For Me,9427
Paperboy Fabe,Muse,5177
Paperboy Fabe,Language (ft. Brent Faiyaz),247
Paperboy Fabe,Language (part. Brent Faiyaz),173
Paperboy Fabe,Language (con Brent Faiyaz),160
Paperboy Fabe,Language [Explicit],323
Paperboy Fabe,Language (feat. Brent Faiyaz) [Mixed],70
Chase Shakur,"i don't wanna fall in love, it's too late now",1024563
Chase Shakur,too far close,1248894
Chase Shakur,honda civic '98,1074368
Chase Shakur,you need an angel,670316
Chase Shakur,WANT ME,377101
Chase Shakur,pray slow,375348
Chase Shakur,nite,335097
Chase Shakur,comes with the damage,306001
Chase Shakur,FOCUS ON ME,204651
Chase Shakur,X's n O's,247431
Miguel,Sure Thing,16855282
Miguel,Girl with the Tattoo Enter.Lewd,13020222
Miguel,Adorn,5505680
Miguel,Sky Walker (feat. Travis Scott),6593902
Miguel,All I Want Is You (feat. J. Cole),5332863
Miguel,coffee,2858356
Miguel,waves - Tame Impala Remix,2551721
Miguel,How Many Drinks?,2630356
Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),2399125
Miguel,Vixen,1283631
Tokyo Tea Room,If You Love Her,1161287
Tokyo Tea Room,Forever Out Of Time,851922
Tokyo Tea Room,It's Me & You,590575
Tokyo Tea Room,Tell Me How,380522
Tokyo Tea Room,There's a Place,274785
Tokyo Tea Room,I Would,246093
Tokyo Tea Room,Always Tomorrow,311259
Tokyo Tea Room,Things Are Changing,236695
Tokyo Tea Room,Eat You Alive,190509
Tokyo Tea Room,Nobody's Perfect,180128
strongboi,honey thighs,521794
strongboi,fool around,296171
strongboi,magic,172342
strongboi,special,149624
strongboi,be mine,125023
strongboi,tuff girl,157144
strongboi,flame,97144
strongboi,cold,104022
strongboi,strongboi,109834
strongboi,one thing,47413
MUNYA,It's All About You,86137
MUNYA,Un Deux Trois,91694
MUNYA,Cocoa Beach,70145
MUNYA,Voyage,53225
MUNYA,The Only One,54304
MUNYA,Pour Toi,52181
MUNYA,Hotel Delmano,60021
MUNYA,Boca Chica,56890
MUNYA,Benjamin,52594
MUNYA,Des Bisous Partout,46612
Moon Panda,"Call It Fate, Call It Karma",87572
Moon Panda,Slow Drive,79404
Moon Panda,SummerBrain,46300
Moon Panda,Rabbit,74682
Moon Panda,Tangerine Light,41748
Moon Panda,Machina Sky,33836
Moon Panda,Starfruit,19912
Moon Panda,Butterknife,12077
Moon Panda,Rick F***in Dalton,11112
Moon Panda,Penny,6404
Crumb,Ghostride,7683078
Crumb,Locket,4821755
Crumb,Ice Melt,2860014
Crumb,Cracking,2408116
Crumb,Plants,2010396
Crumb,Part III,1661311
Crumb,Bones,1555851
Crumb,Balloon,1218756
Crumb,Nina,1080128
Crumb,Retreat!,719742
No Vacation,Yam Yam,4254184
No Vacation,Dræm Girl,2204956
No Vacation,Lovefool,1895833
No Vacation,Waltzing Back,1656964
No Vacation,Estrangers,1026306
No Vacation,You're Not with Me,1036046
No Vacation,Beach Bummer,1124373
No Vacation,Reaper,794631
No Vacation,Mind Fields,697641
No Vacation,Days,553064
Tennis,Origins,1577178
Tennis,I'll Haunt You,1447779
Tennis,Marathon,1237389
Tennis,Runner,1521117
Tennis,Need Your Love,1388248
Tennis,One Night with the Valet,669269
Tennis,My Better Self,590772
Tennis,In The Morning I'll Be Better,639106
Tennis,How to Forgive,657319
Tennis,Always The Same,334584
Night Tapes,drifting,1602743
Night Tapes,Forever,860532
Night Tapes,Humans,512839
Night Tapes,EVERY DAY IS A GAME,447536
Night Tapes,television,397861
Night Tapes,swordsman,249818
Night Tapes,babygirl (like n01 else),250135
Night Tapes,loner,257290
Night Tapes,storm,231504
Night Tapes,Easy time to be alive,171903
Offset,Ric Flair Drip (with Metro Boomin),12597282
Offset,Say My Grace (feat. Travis Scott),4991140
Offset,Danger (Spider) (Offset & JID),1715818
Offset,Ric Flair Drip (& Metro Boomin),2760128
Offset,Clout (feat. Cardi B),1858232
Offset,Legacy (feat. Travis Scott & 21 Savage),1565540
Offset,Nightmare,1343818
Offset,Red Room,1365639
Offset,ON THE RIVER,886615
Offset,WORTH IT (feat. Don Toliver),1269575
EI8HT,Silk & Cologne (EI8HT & Offset) - Spider-Verse Remix,1922189
EI8HT,Silk & Cologne (Spider-Verse Remix) (EI8HT & Offset),63229
EI8HT,Silk and Cologne - Spider-Verse Remix,61521
EI8HT,Silk and Cologne (Spider-Verse Remix),5421
EI8HT,RAH,4811
EI8HT,Shine!,5927
EI8HT,Silk and Cologne,6312
EI8HT,Get Up (Feel Like A Star) (Monsieur B remix),461
EI8HT,平気なフリして,1292
EI8HT,Silk and Cologne (Spider-Verse Remix) (feat. Offset),286
Young Stoner Life,Solid (feat. Drake),4038889
Young Stoner Life,Ski,3432818
Young Stoner Life,That Go! (feat. T-Shyne),2914609
Young Stoner Life,Came and Saw (feat. Rowdy Rebel),2016771
Young Stoner Life,Diamonds Dancing (feat. Travis Scott),1878327
Young Stoner Life,Slam The Door,764031
Young Stoner Life,Proud of You (feat. Lil Uzi Vert & Yung Kayo),1034719
Young Stoner Life,Take It To Trial (feat. Yak Gotti),847283
Young Stoner Life,Slatty (feat. Yak Gotti & Lil Duke),514740
Young Stoner Life,No Surprise (feat. Don Toliver & Bslime),490153
Quavo,tough,6201922
Quavo,HOTEL LOBBY (Unc & Phew),5437603
Quavo,FLIP THE SWITCH (feat. Drake),1245541
Quavo,Turn Yo Clic Up (feat. Future),1002056
Quavo,Nothing Changed,885584
Quavo,To The Bone (feat. YoungBoy Never Broke Again),839273
Quavo,Greatness,826947
Quavo,Workin Me,727449
Quavo,Chocolate (feat. Young Thug and Gunna),644370
Quavo,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,600381
Busy P,Rainbow Man,649972
Busy P,Chop Suey,235869
Busy P,Pedrophilia,186831
Busy P,"Fancy ""What's Your Name Again"" Busy P Remix",46839
Busy P,Genie (feat. Mayer Hawthorne),120778
Busy P,49ers,84870
Busy P,To Protect and Entertain (Feat. Murs),97844
Busy P,Rainbown Man,58754
Busy P,Fancy 'What's Your Name' [Busy P Remix],22081
Busy P,Procrastinator - Hey Today! Remix,31721
Daft Punk,One More Time,19423587
Daft Punk,"Harder, Better, Faster, Stronger",16359907
Daft Punk,Around the World,11274160
Daft Punk,Something About Us,15200968
Daft Punk,Digital Love,13395443
Daft Punk,Aerodynamic,9953212
Daft Punk,Veridis Quo,10036165
Daft Punk,Voyager,8082632
Daft Punk,Instant Crush (feat. Julian Casablancas),15226385
Daft Punk,Face to Face,8705153
Mr. Oizo,Flat Beat,854363
Mr. Oizo,Positif,814101
Mr. Oizo,Smoking Tape,225976
Mr. Oizo,Last Night a DJ Killed My Dog,235344
Mr. Oizo,Bad Start,212471
Mr. Oizo,Flat beat - radio edit,313144
Mr. Oizo,Monophonic Shit,212546
Mr. Oizo,Jo,338158
Mr. Oizo,Feadz On,198891
Mr. Oizo,Analog Worms Attack,205208
Digitalism,Pogo,4257672
Digitalism,Zdarlight,1572276
Digitalism,Idealistic,1527657
Digitalism,I Want I Want,1181117
Digitalism,Magnets,887717
Digitalism,Anything New,888160
Digitalism,Digitalism In Cairo,918670
Digitalism,Echoes,842893
Digitalism,Departure From Cairo,735967
Digitalism,Moonlight,778835
Alan Braxe & Fred Falke,Intro,232868
Alan Braxe & Fred Falke,Rubicon,172415
Alan Braxe & Fred Falke,Love Lost,31475
Alan Braxe & Fred Falke,Most Wanted,28826
Alan Braxe & Fred Falke,Chrystal City,27700
Alan Braxe & Fred Falke,Palladium,26861
Alan Braxe & Fred Falke,Intro (original club mix),24114
Alan Braxe & Fred Falke,Penthouse Serenade,20407
Alan Braxe & Fred Falke,Arena,18329
Alan Braxe & Fred Falke,Rubicon (Original Version),8429
Matt Martians,An Eater,3258288
Matt Martians,Dent Jusay,717038
Matt Martians,Baby Girl,222075
Matt Martians,Stampede,139870
Matt Martians,Pony Fly,129505
Matt Martians,Diamond In Da Ruff,133755
Matt Martians,Spend the Night / If You Were My GF,90194
Matt Martians,Southern Isolation,98294
Matt Martians,What Love Is,87541
Matt Martians,Found Me Some Acid Tonight,65619
Thundercat,Them Changes,12303324
Thundercat,Funny Thing,11154957
Thundercat,Dragonball Durag,5064598
Thundercat,Walk on By,4475605
Thundercat,3AM,2497195
Thundercat,No More Lies,2626745
Thundercat,Lava Lamp,2742082
Thundercat,Overseas,2124649
Thundercat,A Fan's Mail (Tron Song Suite II),1774075
Thundercat,Black Qualls,1999976
orion sun,Mirage,7300759
orion sun,antidote,2690360
orion sun,dirty dancer,2658964
orion sun,intro,1522696
orion sun,Ne Me Quitte Pas (Don't Leave Me),993220
orion sun,Valentine,693099
orion sun,Concrete,762515
orion sun,without you (interlude),561931
orion sun,Space Jam - An Odyssey,666850
orion sun,pressure,464760
Fousheé,Deep End,1666540
Fousheé,candy grapes (feat. Steve Lacy),371429
Fousheé,Spend The Money (feat. Lil Uzi Vert),556990
Fousheé,feel like home,147854
Fousheé,simmer down,109644
Fousheé,still around,109255
Fousheé,supernova,102537
Fousheé,war,105115
Fousheé,i'm fine,74422
Fousheé,100 bux,101592
Not For Radio,Not the Only One,1257970
Not For Radio,Back to You,2408358
Not For Radio,My Turn,1105464
Not For Radio,Puddles,1216442
Not For Radio,Vueltas,1073099
Not For Radio,Moment,905814
Not For Radio,Slip,698302
Not For Radio,Water On Your Nose,772442
Not For Radio,Magnet,728020
Not For Radio,Swan,794394
Clairo,Sofia,28006589
Clairo,Bags,36044185
Clairo,Pretty Girl,16184098
Clairo,Juna,22835943
Clairo,4EVER,17110826
Clairo,Amoeba,21581195
Clairo,Flaming Hot Cheetos,14648798
Clairo,bubble gum,14229838
Clairo,Sexy To Someone,14830379
Clairo,Hello?,11050613
Men I Trust,Show Me How,28114602
Men I Trust,Oncle Jazz,6202326
Men I Trust,Numb,7464964
Men I Trust,Tree Among Shrubs,5776658
Men I Trust,Sugar,4770580
Men I Trust,Lauren,3699938
Men I Trust,I Hope to Be Around,3778738
Men I Trust,Seven,3598545
Men I Trust,Billie Toppy,2387421
Men I Trust,All Night,2432385
beabadoobee,the perfect pair,31229525
beabadoobee,Glue Song,20574361
beabadoobee,the way things go,14859541
beabadoobee,Apple Cider,14075626
beabadoobee,Glue Song (feat. Clairo),10477867
beabadoobee,Beaches,13414492
beabadoobee,real man,12062627
beabadoobee,A Night To Remember,12300521
beabadoobee,Tired,9790471
beabadoobee,take a bite,12319270
Shelly,Steeeam,11356138
Shelly,Natural,3810233
Shelly,Cross Your Mind,3212333
Shelly,Hartwell,1166188
Shelly,Rogues,665
Shelly,Bam Bam Riddim,550
Shelly,Drunkish (It Wasn't Me),689
Shelly,I Will Follow You,554
Shelly,Magical Mountains,141
Shelly,Don't Ya,204
54 Ultra,Heaven Knows,2279467
54 Ultra,Where Are You,1714361
54 Ultra,Upside Down,743991
54 Ultra,What More Can I Do,551797
54 Ultra,Talk 2 Me,720111
54 Ultra,Should I Let This Go?,430473
54 Ultra,Sunday,176029
54 Ultra,I Won't Go,126438
54 Ultra,Halo,138625
54 Ultra,Does He Know It,118389
Bubble Tea and Cigarettes,Room 907,459203
Bubble Tea and Cigarettes,He Asked Me To Quit Smoking,423028
Bubble Tea and Cigarettes,Cigarette Butt,361434
Bubble Tea and Cigarettes,5AM Empanada with You,480556
Bubble Tea and Cigarettes,Santa Monica,378014
Bubble Tea and Cigarettes,"Go Downstairs to the Blue Moon, Buy Some Fried Chicken",262490
Bubble Tea and Cigarettes,Leap,195863
Bubble Tea and Cigarettes,Liz,180920
Bubble Tea and Cigarettes,Happiness,160103
Bubble Tea and Cigarettes,French Movie,148272
Cuco,Lover Is a Day,8257097
Cuco,Lo Que Siento,4400269
Cuco,Dontmakemefallinlove,2682197
Cuco,Bossa No Sé (feat. Jean Carter),2532467
Cuco,Drown,2045436
Cuco,Si Me Voy (with The Marías),1514465
Cuco,Piel Canela,1509159
Cuco,Amor de Siempre,1724549
Cuco,Hydrocodone,1259766
Cuco,Summer Time High Time,1111068
L'Impératrice,Agitations tropicales,1931188
L'Impératrice,Vanille Fraise,1191398
L'Impératrice,Peur des filles,942623
L'Impératrice,La Lune,809261
L'Impératrice,Voodoo?,865042
L'Impératrice,Sonate Pacifique,1035910
L'Impératrice,Le départ,511660
L'Impératrice,Everything Eventually Ends,479477
L'Impératrice,Parfum thérémine,488933
L'Impératrice,Me Da Igual,439584
Franc Moody,Dopamine,561256
Franc Moody,Skin on Skin,383373
Franc Moody,Dance Moves,266114
Franc Moody,Dream in Colour,291513
Franc Moody,Night Flight,165170
Franc Moody,She's Too Good for Me,189302
Franc Moody,Losing Touch,119814
Franc Moody,I'm in a Funk,98286
Franc Moody,Flesh and Blood,116518
Franc Moody,In Too Deep,109783
Poolside,Harvest Moon,1084167
Poolside,Around The Sun,348832
Poolside,Can't Stop Your Lovin',348227
Poolside,Next To You,249899
Poolside,Feel Alright,315956
Poolside,Slow Down,234276
Poolside,Do you Believe,208457
Poolside,Esperar Pra Ver,209107
Poolside,Kiss You Forever,168411
Poolside,Which Way To Paradise,147137
The Whitest Boy Alive,Burning,5562373
The Whitest Boy Alive,Golden Cage,2183346
The Whitest Boy Alive,Fireworks,1836189
The Whitest Boy Alive,1517,1949304
The Whitest Boy Alive,Inflation,1448360
The Whitest Boy Alive,Done With You,1226158
The Whitest Boy Alive,Figures,1082994
The Whitest Boy Alive,Above You,1122110
The Whitest Boy Alive,Don't Give Up,1049299
The Whitest Boy Alive,Intentions,1116904
Leisure,Got It Bad,1106895
Leisure,Slipping Away,1066458
Leisure,Money,580736
Leisure,Lonely Nights,555791
Leisure,All Over You,418529
Leisure,Take You Higher,379895
Leisure,Be With You,173763
Leisure,Flipside,169311
Leisure,Sundown,149026
Leisure,Feeling Free,187723
Papooz,Ulysses and the sea,498810
Papooz,Ann Wants To Dance,378435
Papooz,Theatrical State of Mind,321867
Papooz,You and I,193811
Papooz,The Garden,115792
Papooz,Pacific Telephone,137226
Papooz,simply are,84273
Papooz,Toria's Song,62046
Papooz,Trampoline,55145
Papooz,Green Juice,60282
Zimmer90,What Love Is,491492
Zimmer90,Summer Rain,354944
Zimmer90,Learn To Let You Go,122628
Zimmer90,feel like we used to,100721
Zimmer90,Drowning,92538
Zimmer90,Follow (I will never let you go),70677
Zimmer90,Makes Me Wanna Dance,65892
Zimmer90,Movin',83776
Zimmer90,Yours & Mine,44310
Zimmer90,Whatever,39028
